bat_speed,impact_height,ball_length,ball_line,timing,front_foot,shot_type
99.03,41.98,3.877,-59.04,0.8418,1,flick
100.35,28.75,4.27,-29.05,0.633,1,flick
102.94,51.58,2.504,28.64,0.9348,1,straight_drive
103.28,49.58,3.036,-8.36,0.7246,1,straight_drive
86.21,58.39,6.193,52.09,0.7309,1,cut
106.88,19.85,2.932,60.16,0.6923,1,cover_drive
88.73,69.41,3.757,-80.42,0.9139,1,flick
70.01,54.14,3.122,-55.18,0.863,1,flick
99.2,56.63,7.541,36.22,0.8802,0,pull
86.61,65.88,7.309,68.79,0.6105,0,cut
103.91,40.75,3.062,8.01,0.7153,1,straight_drive
99.65,28.68,3.454,47.94,0.4699,1,cover_drive
106.13,79.06,6.228,-35.46,0.8334,0,pull
111.85,91.71,5.295,-17.23,0.6887,0,pull
107.91,88.13,6.728,21.58,0.8745,0,pull
117.21,9.85,3.618,-8.28,1.0,1,straight_drive
53.19,47.98,5.437,90.08,0.5998,0,defensive
113.34,25.51,3.138,-49.55,0.6066,0,flick
103.28,73.5,6.771,26.17,0.7059,0,pull
76.16,80.18,6.382,54.41,0.665,0,cut
98.17,59.49,2.928,-49.92,0.5834,0,flick
89.44,48.59,2.721,38.63,0.972,1,cover_drive
91.26,39.46,3.312,35.83,0.2818,1,defensive
90.63,80.32,5.953,77.98,0.7781,1,cut
86.63,27.46,3.434,42.11,0.5974,1,cover_drive
108.59,61.92,3.196,51.9,0.8427,1,cover_drive
98.44,59.14,6.599,71.81,0.9055,1,cut
111.84,72.1,5.851,22.69,0.8063,0,pull
83.61,30.37,3.624,48.74,0.6828,1,cover_drive
81.94,23.95,2.814,30.88,0.9753,1,straight_drive
90.5,34.9,2.715,24.48,1.0,1,straight_drive
78.5,59.11,4.568,-49.66,0.4257,0,flick
101.77,38.77,2.955,46.97,0.6717,1,straight_drive
92.38,51.25,3.382,-3.11,0.8077,1,straight_drive
86.42,72.86,3.082,-52.04,0.8425,0,flick
62.94,48.22,3.686,-43.51,0.4379,1,defensive
87.95,36.04,3.184,26.87,0.6965,1,cover_drive
99.68,59.12,2.698,-9.21,0.9232,1,flick
102.07,25.56,2.855,9.29,0.7885,1,straight_drive
68.99,39.08,4.098,22.9,0.1348,0,defensive
121.03,81.19,6.829,-36.35,0.6671,0,pull
100.96,35.02,3.332,21.0,0.6211,1,straight_drive
84.28,82.25,7.611,-7.47,0.5528,1,pull
65.14,59.27,4.082,-0.76,1.0,0,defensive
78.81,65.13,3.467,-55.22,0.7151,1,flick
95.9,57.14,2.826,33.51,0.8458,1,straight_drive
105.76,37.04,3.186,58.69,0.705,1,cover_drive
84.7,31.48,6.331,56.69,0.4806,0,cut
97.26,51.21,3.471,41.81,0.8924,1,straight_drive
88.37,63.21,2.56,-64.93,0.6404,1,flick
68.6,44.49,4.85,-25.08,0.4315,1,defensive
90.75,32.74,3.362,38.56,0.6342,1,cover_drive
82.78,48.26,4.229,-16.3,0.8187,1,flick
101.99,33.05,3.331,60.1,0.7195,1,cover_drive
73.5,42.23,3.523,-30.3,0.7709,1,flick
96.06,42.07,3.858,-52.73,0.9117,1,flick
90.38,64.32,7.609,-12.35,0.6707,0,pull
57.83,31.64,4.136,-6.57,0.829,1,defensive
99.75,77.84,6.064,64.5,0.5807,1,cut
106.79,68.67,5.628,74.57,0.8541,0,cut
100.66,30.24,4.726,43.02,0.6461,1,defensive
96.86,82.27,6.044,69.79,0.7564,0,cut
82.0,39.92,3.135,-50.44,0.6476,0,flick
80.87,44.39,2.295,63.43,0.9164,1,cover_drive
97.15,65.4,3.12,-26.77,0.7635,1,flick
97.9,66.1,6.805,44.16,0.5817,0,cut
106.03,74.1,5.34,25.82,0.7941,0,cut
92.28,44.09,2.095,-18.26,0.7886,1,straight_drive
97.48,41.67,3.595,59.02,0.5938,1,cover_drive
94.02,57.59,3.235,69.26,0.813,1,cover_drive
91.09,74.29,5.227,96.89,0.8063,0,cut
104.47,59.02,4.114,-56.12,0.8537,1,flick
89.23,93.04,7.496,-18.11,0.7656,0,pull
90.4,91.83,6.612,55.66,0.5005,0,cut
84.98,75.52,6.589,-39.03,0.6689,0,pull
80.49,59.22,5.615,-8.57,0.6606,0,pull
85.98,30.3,4.229,-18.31,0.576,1,flick
108.54,48.26,3.773,4.05,0.8376,1,straight_drive
86.02,41.6,3.961,-58.42,0.611,1,flick
88.55,62.34,6.145,9.83,0.83,0,pull
90.56,59.14,5.542,88.93,0.9241,0,cut
93.37,21.62,2.62,82.84,0.7413,1,cover_drive
95.19,80.82,6.167,9.06,0.7532,0,pull
111.4,85.16,4.929,41.44,0.6792,0,cut
114.73,29.59,3.38,11.58,0.7206,1,straight_drive
75.68,49.18,4.18,-7.21,0.8457,1,flick
62.99,24.58,3.888,-38.31,0.5549,1,defensive
86.79,36.45,3.229,57.38,0.8214,1,cover_drive
83.1,80.21,5.942,3.05,0.5721,1,cut
75.8,55.45,4.85,39.05,0.3945,0,defensive
85.87,55.76,3.906,-1.52,0.4768,0,defensive
94.12,61.02,6.095,110.8,0.7535,0,cut
81.4,85.47,6.361,-26.2,0.7371,0,pull
79.18,94.11,4.288,48.73,0.8753,1,cut
94.85,76.86,6.383,48.02,0.6411,0,cut
71.78,20.78,3.455,-38.93,0.8006,1,flick
76.5,55.76,6.755,109.07,0.708,0,cut
102.6,62.52,6.279,82.27,0.7512,0,cut
105.37,24.44,3.21,13.93,0.8536,1,straight_drive
89.38,64.21,6.209,92.24,0.7154,1,cut
90.5,47.96,7.439,9.04,1.0,0,pull
95.04,83.9,6.352,54.25,0.8272,0,cut
67.97,13.2,4.614,17.13,0.4141,1,defensive
69.79,45.69,3.574,38.62,0.5509,0,defensive
112.64,88.23,7.475,3.32,0.6751,0,pull
96.18,35.57,2.73,37.45,0.9537,0,straight_drive
78.48,46.05,2.808,32.32,0.6593,1,cover_drive
100.43,11.5,3.118,70.75,0.7165,0,cover_drive
94.29,12.55,4.293,104.44,0.5858,1,cover_drive
89.9,72.5,7.094,-35.77,0.7423,0,pull
94.49,72.32,5.131,-23.29,0.7811,0,pull
80.33,68.71,3.455,78.2,0.5895,1,cover_drive
101.75,49.72,3.067,13.77,0.8104,0,straight_drive
93.51,67.73,6.289,-5.26,0.6104,0,pull
81.95,74.16,4.763,3.84,0.7684,1,pull
91.96,66.0,5.282,74.67,0.9119,1,cut
90.94,5.93,3.837,36.87,0.6198,0,straight_drive
92.34,49.72,3.566,72.78,0.6815,1,cover_drive
114.45,67.54,6.482,-35.41,0.783,0,pull
98.97,62.8,4.112,-71.45,0.7064,0,flick
93.02,29.8,3.972,-80.14,0.4799,1,flick
80.84,69.57,2.287,2.58,0.5799,1,defensive
99.45,47.25,2.517,17.12,0.8176,1,straight_drive
87.36,55.39,4.001,-41.41,0.6728,1,flick
88.87,33.38,3.775,-72.16,0.7829,1,flick
81.66,53.71,4.055,-73.87,0.5742,1,flick
72.09,33.98,3.794,66.61,0.6243,1,cover_drive
88.89,80.46,6.051,-20.93,0.8775,0,pull
76.49,32.64,2.339,18.36,0.9849,1,straight_drive
90.24,65.08,6.577,118.56,0.8981,1,cut
98.46,50.1,5.578,-20.15,0.3683,1,defensive
97.23,41.79,3.018,51.09,0.7425,1,cover_drive
78.61,39.4,6.398,5.09,0.9081,0,pull
54.54,27.16,5.939,-30.75,0.4043,0,defensive
72.18,30.28,7.264,65.03,0.6375,0,cut
64.87,50.28,5.362,12.1,0.5156,0,defensive
107.24,66.0,8.038,-23.42,0.6141,1,pull
86.08,74.08,7.501,56.63,0.7653,0,cut
61.47,63.32,2.984,-26.2,0.7251,1,flick
67.79,45.84,6.253,11.2,0.4782,0,defensive
95.79,24.91,2.766,-47.94,0.5818,1,flick
99.6,78.12,7.915,26.22,0.5062,0,pull
94.3,67.61,6.116,75.0,1.0,1,cut
102.64,56.72,5.715,55.3,0.4648,0,cut
46.42,53.08,3.481,-12.12,0.4875,0,defensive
71.71,78.73,5.909,63.72,0.7349,1,cut
103.54,46.62,2.956,55.85,0.6762,1,straight_drive
81.33,81.31,5.837,-44.96,0.8212,1,pull
95.96,24.32,4.4,14.71,0.6592,1,defensive
102.68,108.83,6.71,37.31,0.5212,0,pull
76.28,88.39,2.969,22.67,0.5507,1,defensive
100.91,45.26,3.28,74.52,0.6962,1,cover_drive
103.54,69.4,5.245,42.85,0.7681,0,cut
68.5,28.39,1.649,30.98,0.6424,1,defensive
90.17,50.94,6.814,-12.87,0.5488,1,pull
79.08,58.03,4.276,-28.94,0.6251,1,defensive
95.16,21.42,3.021,27.75,0.7827,1,straight_drive
86.31,27.6,2.008,25.86,0.7134,1,cover_drive
88.83,49.47,3.239,-53.92,0.7319,1,flick
90.95,19.56,2.955,44.47,0.6758,1,cover_drive
98.21,71.09,6.419,25.99,0.6618,0,pull
89.08,29.53,3.214,-36.87,0.8001,1,flick
107.1,69.2,6.748,7.03,0.3116,0,pull
98.54,73.07,6.978,88.55,0.9426,0,cut
105.63,65.45,5.923,77.13,0.7176,1,cut
116.56,55.56,6.376,-60.94,0.5897,0,pull
75.34,75.78,5.829,-37.09,0.9062,1,pull
84.2,74.47,6.851,83.53,0.8887,1,cut
83.42,21.86,3.978,-48.61,0.8022,1,flick
85.39,58.66,3.576,0.02,0.7158,1,straight_drive
83.94,57.09,6.566,-8.31,0.702,0,pull
89.71,0.0,2.708,73.61,0.8345,1,cover_drive
82.14,59.84,3.935,-9.3,0.7226,1,flick
88.47,17.13,2.635,23.59,0.7671,1,straight_drive
89.4,53.32,4.188,-81.67,0.7459,1,flick
90.24,49.93,3.286,4.56,0.6712,1,straight_drive
92.67,71.41,6.485,13.02,0.7482,0,pull
103.77,65.31,5.595,32.62,0.7054,0,cut
91.12,46.61,5.949,61.77,0.5296,1,defensive
97.37,20.36,2.379,32.46,0.787,1,straight_drive
94.25,75.24,6.8,66.52,0.7687,1,cut
109.95,28.31,3.249,84.8,0.6243,1,cover_drive
105.4,76.48,6.022,72.23,0.737,0,cut
49.76,29.31,2.964,-27.26,0.7361,1,defensive
48.89,24.6,4.404,-8.7,0.455,1,defensive
95.19,76.7,3.798,-14.03,0.7444,1,flick
74.11,57.83,3.123,-11.67,0.3865,1,flick
98.74,69.74,5.493,85.59,0.8665,1,cut
96.26,39.31,3.461,-39.04,0.7538,1,flick
109.54,83.32,6.688,-23.13,0.9585,0,pull
110.68,72.75,6.761,8.02,0.3773,0,pull
105.52,54.13,6.232,34.59,0.8289,0,cut
79.96,78.28,6.317,40.19,0.705,0,cut
100.59,45.08,1.98,44.03,0.5768,1,cover_drive
84.18,52.29,4.185,3.51,0.3832,1,defensive
90.96,41.48,3.02,25.22,0.8103,1,straight_drive
68.63,56.99,5.515,-4.66,0.3312,1,defensive
84.13,47.69,2.736,-1.75,0.7083,1,straight_drive
58.09,35.33,2.413,65.91,0.5612,1,defensive
85.81,32.29,3.006,53.54,0.8092,1,cover_drive
93.52,40.13,4.569,-19.92,0.655,1,flick
85.45,60.62,6.109,19.28,0.8225,0,pull
92.12,79.05,3.611,-59.51,0.669,1,flick
76.4,47.35,3.988,61.74,0.6888,1,cover_drive
85.36,32.78,3.575,23.68,0.8513,1,defensive
92.08,44.82,2.692,13.81,0.718,1,straight_drive
78.79,101.68,5.402,-4.92,0.9125,0,pull
101.75,53.91,2.619,19.93,0.941,1,straight_drive
86.25,47.68,4.398,-25.37,0.487,0,defensive
115.44,52.11,5.783,-17.24,0.6462,0,pull
105.19,40.1,2.955,34.06,0.5993,1,straight_drive
90.1,34.21,2.097,26.19,0.7211,1,straight_drive
105.99,41.55,4.697,-16.97,0.4254,1,defensive
88.36,96.58,6.825,74.08,0.7868,0,cut
82.26,71.91,5.422,59.33,0.7659,1,cut
74.5,31.35,3.025,-24.64,0.7328,1,straight_drive
74.66,66.78,6.364,43.61,0.5458,0,cut
78.59,64.51,6.645,-14.54,0.3647,0,pull
127.98,35.16,2.946,7.42,0.8367,0,straight_drive
90.28,58.62,4.064,1.8,0.7156,1,defensive
78.38,70.33,4.109,-62.19,0.5127,0,flick
99.26,75.73,6.543,-5.4,0.3971,1,pull
104.68,56.82,4.817,-0.54,0.6616,0,defensive
64.97,57.49,6.275,45.14,0.4916,0,cut
93.11,27.52,2.801,55.49,0.6412,1,cover_drive
75.18,75.45,4.859,24.95,0.5965,1,defensive
128.65,28.25,2.185,-8.37,0.6413,1,straight_drive
93.4,83.54,5.373,67.14,0.6274,0,cut
104.3,72.35,7.34,-39.49,0.3712,1,pull
91.1,38.96,3.402,36.82,0.6754,1,cover_drive
90.04,49.03,2.718,34.91,0.8075,1,straight_drive
52.75,63.64,4.853,22.31,0.871,0,defensive
79.53,57.87,7.027,57.82,0.8006,0,cut
96.99,30.51,6.301,119.45,0.924,0,cut
101.43,81.98,4.927,95.94,0.7359,0,cut
111.11,46.86,2.946,56.04,0.6306,1,cover_drive
87.86,9.71,3.94,70.54,0.6494,1,cover_drive
99.83,36.49,2.873,29.33,0.7572,1,straight_drive
95.92,32.56,3.168,28.57,0.9372,1,cover_drive
69.27,53.14,2.618,19.46,0.8686,1,straight_drive
104.14,60.53,6.874,-28.56,0.7045,0,pull
74.54,41.13,3.162,3.75,0.4186,1,defensive
83.26,78.56,7.257,-12.21,1.0,1,pull
95.52,52.87,4.081,13.01,0.6555,1,straight_drive
91.86,74.27,7.069,39.93,0.7334,1,cut
100.97,37.41,6.745,97.45,0.6915,0,cut
99.04,86.69,6.847,-1.21,0.7243,1,pull
105.33,94.59,5.218,80.78,0.4251,0,cut
95.68,20.94,2.936,52.84,0.8011,0,cover_drive
82.18,49.64,3.673,-15.18,0.8201,1,defensive
97.25,77.75,5.65,49.16,0.5005,1,cut
95.58,37.58,2.408,-18.08,0.8955,1,straight_drive
102.73,23.64,2.937,-8.52,0.9229,1,straight_drive
84.78,30.61,3.534,56.71,0.7951,1,cover_drive
76.88,40.61,6.654,40.27,0.701,0,cut
92.89,70.02,5.879,13.42,0.5168,0,pull
61.52,51.78,3.236,6.57,0.518,1,defensive
82.42,44.63,3.612,5.87,0.5449,0,straight_drive
100.71,34.14,3.097,-10.15,0.6389,1,straight_drive
101.86,38.9,4.039,-78.13,0.7218,0,flick
84.77,77.16,7.162,70.01,0.7015,1,cut
51.84,23.41,4.964,11.88,0.6447,1,defensive
50.76,15.08,5.147,23.49,0.6928,1,defensive
121.48,98.98,5.508,-29.04,0.699,0,pull
123.03,33.41,3.472,-1.18,0.4424,0,defensive
105.87,83.74,6.806,-6.24,0.8636,0,pull
63.0,54.88,4.207,-6.77,0.6345,1,defensive
87.49,82.01,5.01,99.68,0.7956,1,cut
98.34,61.95,7.006,2.08,0.5498,0,pull
99.71,33.84,3.416,18.67,0.8672,1,straight_drive
87.37,98.7,6.599,98.56,0.7428,0,cut
111.37,37.31,2.792,-2.58,0.7514,1,straight_drive
95.21,40.93,2.912,1.45,0.7208,1,straight_drive
91.1,31.56,3.288,3.62,0.7386,1,straight_drive
72.29,90.68,5.454,51.72,0.6537,0,cut
97.32,42.22,4.382,-68.92,0.6602,0,flick
95.09,30.03,3.526,0.69,0.8846,1,straight_drive
79.05,47.31,4.019,85.11,0.493,1,defensive
106.29,34.44,2.037,22.56,0.5656,0,cover_drive
112.24,47.73,6.649,110.21,0.9841,0,cut
103.05,55.13,3.911,-72.82,0.6673,0,flick
60.38,35.39,4.573,-6.97,0.3512,0,defensive
104.76,61.97,4.656,-27.3,0.5748,0,flick
80.31,25.0,3.329,-42.25,1.0,1,flick
96.72,75.65,6.467,49.11,0.5867,0,cut
81.05,43.15,3.62,34.62,0.6993,1,straight_drive
109.76,42.59,2.87,83.62,0.7821,1,cover_drive
79.95,24.13,3.334,-45.64,0.796,1,flick
102.95,37.15,5.553,-57.83,0.7584,0,pull
114.92,44.42,3.322,18.12,0.7459,0,defensive
82.59,50.57,5.572,74.3,0.6525,1,cut
79.95,51.36,2.075,-66.01,0.8342,0,flick
76.18,26.98,4.67,-8.96,0.6021,0,defensive
82.08,40.46,2.64,87.46,0.8428,1,straight_drive
102.54,75.16,5.907,-9.36,0.9026,0,pull
84.92,48.37,3.906,-59.63,0.643,0,flick
77.93,59.65,6.688,105.35,0.6696,1,cut
110.91,49.86,3.017,11.57,0.7952,1,straight_drive
101.75,79.11,6.452,-1.49,0.494,0,pull
96.69,75.96,3.345,-72.7,0.6763,1,flick
98.42,66.64,5.732,95.46,0.6079,0,cut
103.57,26.45,3.661,57.34,0.733,1,cover_drive
77.06,61.55,5.936,83.32,0.614,0,cut
86.0,45.92,3.607,-60.61,0.7602,1,flick
84.83,21.65,2.96,-18.55,0.8231,1,straight_drive
83.6,39.02,4.678,-32.06,0.7024,1,flick
95.44,41.93,2.995,46.88,0.63,1,cover_drive
85.38,44.05,3.623,53.93,0.435,1,cover_drive
99.14,23.0,3.22,35.61,0.4935,1,cover_drive
84.18,44.14,3.698,50.66,0.8396,1,cover_drive
102.51,52.68,3.473,52.67,0.7505,1,cover_drive
97.89,21.88,3.503,46.33,0.7472,1,cover_drive
92.89,41.61,2.434,28.66,0.8567,1,cover_drive
58.13,54.3,4.274,-13.21,0.7958,1,defensive
102.92,85.07,7.481,5.07,0.5971,0,pull
91.03,50.85,3.385,-74.02,0.5873,0,flick
83.77,48.44,4.88,-27.39,0.7786,1,defensive
47.49,67.88,4.271,-81.36,0.3855,1,defensive
95.82,40.77,4.873,-34.5,0.3611,1,defensive
96.61,60.95,6.1,-14.34,0.4994,0,pull
117.12,92.83,5.138,0.51,0.7573,0,pull
93.82,50.32,3.228,31.02,0.545,1,cover_drive
80.45,73.34,5.931,99.01,0.851,1,cut
110.9,8.25,3.067,14.65,0.7459,1,straight_drive
79.06,62.8,6.804,59.73,0.9989,1,cut
100.84,40.13,2.492,-8.44,0.7753,1,straight_drive
79.9,73.55,3.422,-17.52,0.6226,1,flick
98.67,57.66,6.77,-36.17,0.8154,0,pull
80.61,44.92,3.437,9.52,0.4785,1,defensive
70.53,65.99,3.037,-56.52,0.6539,1,flick
94.41,78.44,5.136,53.69,0.7636,1,cut
88.34,34.85,2.91,54.09,0.6342,1,cover_drive
103.02,72.55,6.728,-53.67,0.8141,0,pull
83.74,55.44,5.34,88.14,0.9918,0,cut
91.71,35.45,3.047,57.17,0.5885,1,cover_drive
77.84,43.52,3.726,-5.56,0.3066,1,defensive
114.92,72.96,5.251,26.5,0.6595,1,cut
94.18,43.54,3.33,37.48,0.7804,1,cover_drive
83.75,33.75,3.168,14.85,0.8421,0,straight_drive
79.47,32.33,6.597,14.2,0.677,0,pull
87.38,81.89,3.646,-14.16,0.7048,0,flick
87.34,31.59,6.009,-21.27,0.5149,0,pull
98.2,41.98,3.77,31.6,0.5595,1,straight_drive
95.73,76.84,7.12,49.68,0.6,1,cut
82.75,48.17,5.28,61.52,0.9892,0,cut
95.45,51.71,4.033,-80.88,0.7565,1,flick
88.25,25.96,3.887,15.48,0.7555,1,straight_drive
88.82,20.2,3.541,14.69,0.7916,0,straight_drive
111.82,78.68,7.168,27.92,0.5262,0,pull
95.98,82.61,6.11,-15.03,0.7048,0,pull
97.54,77.85,4.002,-62.94,0.8668,1,flick
97.19,52.63,3.094,-59.53,0.8092,1,flick
112.96,82.3,7.348,23.16,0.7579,0,pull
88.2,19.35,3.88,-43.11,0.5748,1,flick
107.77,51.6,5.634,77.53,0.5939,0,cut
94.39,33.93,3.252,89.52,0.5633,1,cover_drive
86.79,37.57,3.051,23.23,0.8673,1,straight_drive
100.61,37.43,2.572,-8.17,0.5186,0,straight_drive
99.08,53.29,5.734,-16.74,0.6088,0,pull
89.4,34.71,7.33,3.13,0.5826,0,pull
82.26,44.91,3.459,6.14,0.6228,1,straight_drive
68.87,33.85,5.271,4.49,0.8757,1,defensive
82.6,63.3,5.477,69.74,0.3924,0,cut
103.12,61.7,6.122,-29.43,0.4579,0,pull
106.24,46.64,2.627,64.56,0.8218,1,straight_drive
90.36,48.62,5.861,63.61,0.6453,0,cut
109.38,16.19,3.199,70.58,0.9106,0,cover_drive
104.95,80.76,6.712,28.57,0.5878,0,cut
87.58,18.56,2.316,36.88,0.776,1,straight_drive
63.97,45.51,3.79,-10.88,0.6735,0,defensive
89.22,24.69,2.641,5.76,1.0,1,straight_drive
110.44,29.0,3.124,12.48,0.7833,1,straight_drive
94.02,59.22,6.026,115.85,0.7291,1,cut
103.78,45.9,2.931,50.7,0.7086,1,cover_drive
87.3,37.61,2.447,30.13,0.6614,1,straight_drive
102.72,39.15,2.937,23.18,0.7897,1,straight_drive
99.54,15.93,2.728,39.67,0.615,1,cover_drive
87.01,32.78,3.111,5.9,0.8422,1,straight_drive
90.44,27.48,5.278,40.17,0.7738,0,cut
58.17,46.57,3.812,-7.7,0.7538,0,defensive
98.12,40.71,6.168,67.99,0.6815,1,cut
85.72,64.47,6.714,60.74,0.7999,1,cut
109.98,2.0,2.107,27.76,0.5649,1,cover_drive
84.96,74.57,6.705,49.09,1.0,1,cut
83.4,30.24,3.275,25.33,0.6152,1,straight_drive
98.31,73.01,5.628,54.69,0.8334,0,cut
80.23,70.11,5.633,16.14,0.8249,0,cut
83.37,32.05,3.53,7.56,1.0,1,straight_drive
101.55,32.68,2.957,-52.6,0.5171,1,flick
84.9,47.55,2.487,4.23,0.5364,0,straight_drive
88.75,33.85,3.421,12.64,0.8184,1,straight_drive
62.32,44.38,3.888,-44.54,0.7525,0,flick
95.01,54.55,2.973,-35.43,0.6876,1,flick
72.58,31.44,2.972,27.17,0.8815,1,straight_drive
89.5,39.43,7.043,-18.8,0.5727,0,pull
83.02,55.28,4.153,9.64,0.834,1,flick
95.67,68.49,5.919,18.24,0.9773,0,cut
111.16,39.39,3.529,43.65,0.674,1,cover_drive
77.25,38.93,3.977,62.88,0.6616,1,defensive
93.14,28.42,2.761,32.28,0.7619,1,straight_drive
72.81,19.49,5.375,22.57,0.4924,0,defensive
112.53,57.87,6.249,58.5,0.8524,0,cut
58.46,56.41,4.666,61.44,0.5911,0,defensive
93.54,77.58,5.36,84.29,0.698,1,cut
100.71,85.81,6.856,-30.73,0.6889,0,pull
92.1,73.83,6.844,92.38,0.9191,0,cut
103.2,49.33,2.831,6.8,0.6278,0,straight_drive
97.97,52.81,3.582,-44.59,0.686,1,flick
92.12,6.71,2.799,25.38,0.7783,1,straight_drive
99.87,12.43,2.917,83.2,0.7362,1,cover_drive
104.02,43.41,2.817,14.43,0.7724,0,straight_drive
101.68,31.97,2.33,62.57,0.5875,1,cover_drive
95.39,60.16,3.628,17.38,0.6225,1,straight_drive
105.27,54.9,5.43,-5.16,0.7242,0,pull
98.12,61.4,6.763,23.21,0.9376,0,pull
92.41,26.41,2.8,3.81,0.8782,1,straight_drive
88.6,22.97,3.036,56.8,0.809,1,cover_drive
97.43,26.18,3.31,17.67,0.7416,1,straight_drive
95.17,74.01,5.691,38.69,0.8209,0,cut
88.45,73.27,3.707,-3.39,0.2166,1,defensive
84.52,67.37,2.999,11.47,0.9261,1,straight_drive
80.56,74.24,6.818,5.6,0.587,0,pull
58.23,40.49,4.559,46.18,0.4136,1,defensive
82.6,38.36,2.756,0.71,0.6357,1,straight_drive
108.0,7.16,3.585,27.48,0.6723,1,cover_drive
91.35,35.11,3.318,15.15,0.8043,1,straight_drive
86.53,65.87,3.636,-85.44,0.8234,0,flick
101.13,57.34,5.252,86.73,0.6757,0,cut
91.46,39.34,3.074,-1.81,0.7181,1,straight_drive
51.3,77.47,5.195,72.09,0.407,1,defensive
95.71,38.61,3.945,-42.68,0.6048,1,flick
79.75,101.58,6.057,-24.64,0.8721,0,pull
75.19,37.64,3.531,44.71,0.7982,1,straight_drive
92.95,58.57,2.7,18.11,0.6463,1,straight_drive
100.38,20.1,2.196,75.79,0.8741,1,cover_drive
92.61,28.83,4.896,26.11,0.5802,1,defensive
106.32,77.74,6.259,-52.76,0.7224,0,pull
105.61,29.68,3.982,-9.92,1.0,1,straight_drive
96.13,49.68,3.276,-78.31,0.9388,1,flick
95.29,46.83,7.93,46.6,0.7224,0,pull
98.86,45.08,2.11,45.72,0.6581,0,cover_drive
101.66,16.25,2.795,87.55,0.7193,1,cover_drive
92.12,26.25,3.636,-18.56,0.7604,1,straight_drive
102.87,30.54,4.009,24.33,0.6914,1,straight_drive
69.29,50.33,5.722,39.55,0.5042,0,defensive
100.28,40.17,4.173,-4.94,0.7931,1,straight_drive
60.15,24.4,4.096,20.61,0.5643,1,defensive
97.92,59.77,6.195,74.24,0.6925,1,cut
103.69,44.12,6.372,11.35,0.4231,1,pull
93.13,76.65,6.154,33.61,0.6838,0,pull
70.14,24.59,4.24,86.87,0.5631,1,defensive
74.84,28.31,2.899,46.61,0.8627,1,straight_drive
100.48,51.16,3.826,-55.3,0.7972,1,flick
52.27,44.19,4.38,35.02,0.4785,1,defensive
77.55,35.95,4.2,76.32,0.6658,1,cover_drive
76.7,78.2,6.236,85.8,0.8774,0,cut
81.31,22.98,3.009,40.69,0.8148,1,straight_drive
67.34,7.06,5.463,17.72,0.4261,1,defensive
111.11,50.59,2.423,38.88,0.8879,0,straight_drive
100.79,89.48,7.202,-52.88,0.8472,1,pull
105.94,84.77,5.962,31.58,0.6078,0,cut
112.83,69.99,6.357,27.49,0.7482,0,pull
96.4,63.3,6.601,62.43,0.7072,1,cut
109.51,30.26,4.339,58.71,0.5097,1,cover_drive
99.38,75.53,5.591,49.12,0.8024,0,cut
76.31,29.62,4.115,-41.01,0.6021,1,flick
83.16,45.49,2.738,19.98,0.5348,1,straight_drive
84.09,56.12,6.051,7.47,0.865,0,cut
82.7,64.82,3.802,-28.55,0.6012,1,flick
95.15,36.01,3.191,-9.41,0.9133,1,straight_drive
77.66,35.83,3.394,20.66,0.7476,1,straight_drive
88.77,32.86,3.306,4.75,0.662,0,flick
103.23,47.59,3.168,-42.05,0.9353,0,flick
103.03,41.51,3.041,-36.4,0.5082,1,flick
109.06,72.07,4.232,-38.09,0.6036,0,defensive
110.19,68.04,3.33,-29.52,0.4533,1,flick
81.67,26.53,3.083,-15.01,0.718,1,straight_drive
85.11,42.15,4.002,-79.01,0.8797,1,flick
82.66,37.2,3.557,-8.05,0.4328,1,defensive
80.45,41.16,3.671,20.49,1.0,1,cover_drive
79.74,81.54,5.828,61.47,0.7124,0,cut
74.61,57.19,3.298,18.49,1.0,1,defensive
58.68,33.75,4.223,-29.3,0.5609,0,defensive
70.33,44.73,4.444,-43.74,0.9619,1,flick
83.46,81.36,5.782,37.88,0.7472,0,cut
107.19,59.69,6.2,75.11,0.6395,0,cut
85.47,31.24,3.165,-20.18,0.8909,1,straight_drive
97.67,34.64,2.679,1.08,0.6897,1,straight_drive
98.12,53.93,6.186,81.56,0.764,0,cut
83.71,53.6,3.207,-48.92,0.8086,1,flick
120.92,45.48,3.262,-2.87,0.8254,1,straight_drive
83.32,43.7,2.907,-41.5,0.7833,1,flick
97.76,91.63,7.526,-14.84,0.6962,0,pull
95.0,41.24,2.619,66.53,0.8467,1,cover_drive
70.87,40.52,2.825,41.61,0.6535,1,cover_drive
82.9,67.67,5.435,16.21,0.8257,0,pull
93.72,26.31,3.37,-45.38,0.9756,1,flick
80.94,86.73,7.158,-30.79,1.0,0,pull
112.27,33.02,2.985,72.49,0.7184,1,cover_drive
94.74,9.45,2.938,54.45,0.7295,1,cover_drive
97.32,24.4,3.592,3.53,0.6772,1,straight_drive
93.35,34.14,2.802,19.55,0.8211,1,straight_drive
107.11,37.52,3.421,-34.21,1.0,1,flick
89.65,40.45,5.968,-73.53,0.4667,0,defensive
100.38,83.52,5.733,73.07,0.8527,0,cut
91.62,48.88,5.166,-60.58,0.814,1,flick
98.65,17.69,3.405,44.16,0.6386,1,cover_drive
91.44,62.7,6.593,48.39,0.6406,0,cut
87.76,22.73,4.177,54.56,0.4954,1,defensive
